id,campus,goldribbon,district,county,street,city,zip,lowgrade,highgrade,region,aea,charter,magnet,peg,enrollment,percentafam,percentamindian,percentasian,percenthispanic,percentpacisl,percenttwo,percentwhite,percentecodis,mobilitypct,totalreading,totalmath,r.notmeet.pct,rapproaches,rmeets,r.masters.pct,m.notmeet.pct,mapproaches,mmeets,m.masters.pct,sat.act.part.rate,sat,act,ap.ib.part.rate,ap.ib.above.criterion.rate,nceread,ncemath,avg.growth,eng1.all.cnt.2,eng1.meets.cnt.2,eng2.all.cnt.2,eng2.meets.cnt.2,alg1.all.cnt.2,alg1.meets.cnt.2,w.avg,stud.ach.grade,residuals,camp.perf.score,camp.perf.grade,growth.grade,elem/middle.total.score.33.33.33,high.total.score.25.25.25.25(HS),staterank2018,staterank2017,staterank2016,staterank2015,grade2018,grade2017,grade2016,grade2015,2018 regional rank,2017 regional rank,2016 regional rank,2015 regional rank,level,e.avg(HS),a.avg(HS),g.rate.6yr(HS),g.rate.5yr(HS),g.rate.4yr(HS),g.rate.car(HS),college.rd(HS),college.rd.grade(HS)
20905102,A P Beutel El,No,Brazosport ISD,BRAZORIA COUNTY,P O DRAWER Z,FREEPORT,77541-1926,EE,4,4,N,No,No,No,518,3.47%,0.39%,3.09%,38.61%,0.00%,2.32%,52.12%,35.33%,14.8,207,207,26.57004831,72.90%,47.82608696,27.53623188,18.84057971,80.70%,53.62%,35.74879227,NA,N/A,N/A,NA,NA,49.85569382,58.34077454,54.09823418,1,NA,NA,NA,NA,NA,50.72463768,B,-3.355677741,47.36895994,C,B,50.67987999,NA,1580,1477,1694,1680,B-,B,B-,B,351/892,329/878,379/856,379/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101810002,Academy Of Accelerated Learning,No,Academy Of Accelerated Learning Inc,HARRIS COUNTY,6025 CHIMNEY ROCK,HOUSTON,77081,PK,5,4,N,Yes,No,No,761,40.60%,1.58%,1.31%,55.32%,0.00%,0.66%,0.53%,98.42%,8.6,228,228,37.28070175,62.70%,32.45614035,19.29824561,32.45614035,67.50%,44.30%,25,NA,N/A,N/A,NA,NA,52.08356094,53.51059341,52.79707718,NA,NA,NA,NA,NA,NA,38.37719298,D,4.427228918,42.8044219,C,B,44.61490446,NA,2294,2462,2493,3062,C,C,C-,D+,490/892,514/878,537/856,537/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101849101,Accelerated Interdisciplinary Acad,No,Accelerated Intermediate Academy,HARRIS COUNTY,P O BOX 20589,HOUSTON,77225-0589,PK,6,4,N,Yes,No,No,266,47.74%,0.75%,0.75%,48.50%,0.00%,0.00%,2.26%,95.11%,7.1,110,110,20.90909091,79.10%,43.63636364,18.18181818,13.63636364,86.40%,59.09%,27.27272727,NA,N/A,N/A,NA,NA,53.69644547,60.27359009,56.98501778,NA,NA,NA,NA,NA,NA,51.36363636,B,17.24441106,68.60804743,A,A,58.92658162,NA,787,786,1462,336,B+,A-,B,A+,192/892,196/878,334/856,334/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101907107,Adam El,No,Cypress-Fairbanks ISD,HARRIS COUNTY,11303 HONEYGROVE LN,HOUSTON,77065-2413,EE,5,4,N,No,No,No,850,11.88%,0.71%,12.82%,40.82%,0.00%,3.41%,30.35%,51.18%,11.8,392,392,20.66326531,78.80%,52.04081633,33.16326531,16.32653061,83.40%,51.79%,27.04081633,NA,N/A,N/A,NA,NA,50.02674866,48.59210587,49.30942727,NA,NA,NA,NA,NA,NA,51.91326531,B,5.533541234,57.44680654,B,D,52.8369432,NA,1343,893,724,426,B-,A-,A-,A,308/892,218/878,198/856,198/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101905043,Aguirre J H,No,Channelview ISD,HARRIS COUNTY,15276 WALLISVILE RD,HOUSTON,77049,6,8,4,N,No,No,No,1002,13.37%,0.90%,1.30%,76.75%,0.20%,1.30%,6.19%,80.14%,10.2,985,869,29.03553299,71.00%,32.18274112,13.0964467,29.11392405,70.90%,32.34%,7.364787112,NA,N/A,N/A,NA,NA,50.67550278,48.19240952,49.43395615,NA,NA,NA,NA,115,113,32.25937976,D,1.777375183,34.03675495,D,D,38.53812026,NA,1202,1506,1269,1374,C,D,D,D,222/328,249/316,249/316/302,249/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101911101,Alamo El,No,Goose Creek CISD,HARRIS COUNTY,P O BOX 30,BAYTOWN,77522-0030,EE,5,4,N,No,No,No,781,19.33%,0.13%,2.30%,61.08%,0.26%,1.92%,14.98%,69.53%,22.9,397,397,29.21914358,70.80%,41.05793451,24.1813602,25.69269521,74.30%,43.83%,20.40302267,NA,N/A,N/A,NA,NA,54.78339767,57.88731003,56.33535385,NA,NA,NA,NA,NA,NA,42.44332494,C,3.808809084,46.25213402,C,A,48.29526067,NA,1844,1754,2276,2037,C+,B-,C,C+,395/892,380/878,493/856,493/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101903045,Albright Middle,Yes,Alief ISD,HARRIS COUNTY,6315 WINKLEMAN,HOUSTON,77083-1339,7,8,4,N,No,No,No,1100,36.64%,0.27%,17.09%,41.36%,0.09%,0.82%,3.73%,76.36%,16.5,1093,978,24.51967063,75.50%,42.8179323,18.6642269,28.32310838,71.70%,37.53%,12.57668712,NA,N/A,N/A,NA,NA,48.48881912,48.35686111,48.42284012,NA,NA,NA,NA,114,113,40.17174733,C,8.805370789,48.97711812,B,D,45.81137796,NA,765,708,649,685,B-,B,B-,B,145/328,128/316,128/316/302,128/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101912102,Alcott El,No,Houston ISD,HARRIS COUNTY,5859 BELLFORT,HOUSTON,77033-2199,EE,5,4,N,No,No,Yes,290,67.59%,0.00%,0.00%,30.00%,0.00%,2.07%,0.34%,96.21%,20.6,141,141,65.24822695,34.80%,12.05673759,5.673758865,45.39007092,54.60%,22.70%,7.80141844,NA,N/A,N/A,NA,NA,42.67335892,56.49732971,49.58534432,NA,NA,NA,NA,NA,NA,17.37588652,F,-16.67715691,0.69872962,F,D,22.53076683,NA,4393,3032,3714,4162,F,D+,F,F,873/892,630/878,772/856,772/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101902001,Aldine H S,No,Aldine ISD,HARRIS COUNTY,11101 AIRLINE DR,HOUSTON,77037-1183,9,12,4,N,No,No,No,2569,7.82%,0.08%,0.78%,89.80%,0.00%,0.04%,1.48%,83.61%,16.7,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,99.9,1100 (avg.: 1375),17.4 (avg.: 20.3),20.1,39.5,47.9244957,48.87620544,48.40035057,1158,275,NA,NA,979,392,40.04085802,C,0.959075587,40.99993361,C,D,NA,48.33551549,812,1350,801,626,C,F,D+,C+,116/191,182/187,116/171,116/171/162,High school,NA,40.04085802,0.720720721,0.737073707,0.771700357,0.771700357,63.90091977,F
101902041,Aldine Middle,No,Aldine ISD,HARRIS COUNTY,14908 ALDINE-WESTFIELD RD,HOUSTON,77032-3097,7,8,4,N,No,No,No,899,18.58%,0.00%,0.56%,78.31%,0.11%,0.56%,1.89%,93.21%,19.1,885,887,41.3559322,58.60%,22.37288136,7.796610169,38.33145434,61.70%,31.91%,9.695603157,NA,N/A,N/A,NA,NA,45.16576767,45.29665375,45.23121071,NA,NA,NA,NA,13,13,27.13909006,D,-0.939528762,26.1995613,D,F,32.82376407,NA,1553,1474,1506,1464,D+,D,F,D-,264/328,242/316,242/316/302,242/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101903114,Alexander El,No,Alief ISD,HARRIS COUNTY,8500 BROOKWULF,HOUSTON,77099,EE,4,4,N,No,No,No,796,36.68%,1.13%,12.31%,46.98%,0.75%,0.63%,1.51%,82.29%,19.1,279,279,39.06810036,60.20%,34.05017921,17.56272401,32.97491039,67.00%,38.71%,18.27956989,NA,N/A,N/A,NA,NA,52.38623428,52.25867081,52.32245255,NA,NA,NA,NA,NA,NA,36.37992832,D,0.792820345,37.17274866,D,B,41.91641813,NA,2652,2325,2341,2335,C-,C,C,C,553/892,494/878,509/856,509/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
20908115,Alexander Middle,No,Pearland ISD,BRAZORIA COUNTY,3001 OLD ALVIN RD,PEARLAND,77581,5,6,4,N,No,No,No,704,10.09%,0.57%,4.12%,32.53%,0.00%,3.69%,49.01%,25.99%,7,700,700,11.28571429,88.70%,59.71428571,36,5.285714286,94.70%,68.00%,37.14285714,NA,N/A,N/A,NA,NA,53.53320694,52.0613327,52.79726982,NA,NA,NA,NA,NA,NA,63.85714286,B,4.444935989,68.30207885,A,B,61.59051168,NA,594,419,471,995,B+,A,A,A-,156/892,116/878,146/856,146/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101905041,Alice Johnson J H,No,Channelview ISD,HARRIS COUNTY,15500 PROCTOR,CHANNELVIEW,77530-2674,6,8,4,N,No,No,No,1108,10.56%,0.99%,0.54%,79.78%,0.09%,0.54%,7.49%,83.12%,16.2,1101,1021,38.41961853,61.60%,26.33969119,10.71752952,24.9755142,75.00%,37.90%,8.325171401,NA,N/A,N/A,NA,NA,46.81894684,54.20421219,50.51157952,NA,NA,NA,NA,78,72,32.12185343,D,2.314187902,34.43604133,D,C,38.98413493,NA,1172,1524,1439,1294,C,D,F,D,217/328,250/316,250/316/302,250/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101903012,Alief Early College H S,Yes,Alief ISD,HARRIS COUNTY,2811 A HAYES RD,HOUSTON,77082,9,12,4,N,No,No,No,427,21.78%,0.47%,19.67%,54.57%,0.23%,0.23%,3.04%,81.73%,15.4,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,100,1442 (avg.: 1375),20.7 (avg.: 20.3),21.9,31.3,54.35814285,61.43316269,57.89565277,103,93,102,90,34,31,90.22238164,A,51.18092617,141.4033078,A,A,NA,92.49409533,21,46,114,100,A+,A+,A,A+,5/191,14/187,37/171,37/171/162,High school,89.26829268,91.17647059,0.933962264,0.963302752,0.972222222,0.972222222,80.45503909,A
101903041,Alief Middle,No,Alief ISD,HARRIS COUNTY,4415 COOK RD,HOUSTON,77072-1104,6,8,4,N,No,No,Yes,952,14.39%,1.89%,19.01%,62.50%,0.11%,0.42%,1.68%,86.13%,21.3,958,875,44.98956159,55.00%,23.9039666,10.12526096,42.17142857,57.80%,28.46%,8.342857143,NA,N/A,N/A,NA,NA,45.33215332,50.76747131,48.04981232,NA,NA,NA,NA,78,77,26.18055473,D,-3.026947718,23.15360701,F,D,32.42886336,NA,1576,1357,1116,1322,D,D+,D+,D,266/328,225/316,225/316/302,225/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101815101,Alief Montessori Community School,No,Alief Montessori Community School,HARRIS COUNTY,4215 H ST,HOUSTON,77072-5380,EE,6,4,N,Yes,No,No,271,16.61%,0.00%,42.07%,35.79%,0.00%,0.37%,5.17%,39.11%,6.1,60,60,6.666666667,93.30%,56.66666667,36.66666667,8.333333333,91.70%,55.00%,25,NA,N/A,N/A,NA,NA,61.82064056,60.24115372,61.03089714,NA,NA,NA,NA,NA,NA,55.83333333,B,3.686508043,59.51984138,B,A,58.73589593,NA,805,1394,1371,328,B+,B+,B,A+,198/892,319/878,319/856,319/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912104,Almeda El,No,Houston ISD,HARRIS COUNTY,14226 ALMEDA SCHOOL RD,HOUSTON,77047-5061,EE,5,4,N,No,No,No,845,21.07%,0.24%,1.18%,74.79%,0.12%,1.07%,1.54%,84.38%,21.1,380,379,47.63157895,52.40%,27.89473684,12.10526316,32.45382586,67.50%,37.47%,16.09498681,NA,N/A,N/A,NA,NA,44.04548264,43.8084259,43.92695427,NA,NA,NA,NA,NA,NA,32.68087766,D,-2.581670189,30.09920747,D,F,35.53344412,NA,3481,2961,3414,4218,D,D+,D-,F,718/892,618/878,718/856,718/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
20901101,Alvin El,No,Alvin ISD,BRAZORIA COUNTY,301 E HOUSE ST,ALVIN,77511-3581,3,5,4,N,No,No,No,541,2.40%,0.55%,4.81%,55.27%,0.00%,1.85%,35.12%,61.74%,12.4,536,541,38.61940299,61.40%,34.70149254,15.67164179,23.10536044,76.50%,42.70%,20.51756007,NA,N/A,N/A,NA,NA,47.32343292,48.7254715,48.02445221,NA,NA,NA,NA,NA,NA,38.70009932,D,-3.080426034,35.61967328,D,D,40.74062686,NA,2804,2468,2954,2636,C-,C,D+,C-,586/892,515/878,621/856,621/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
20901001,Alvin H S,No,Alvin ISD,BRAZORIA COUNTY,301 E HOUSE ST,ALVIN,77511-3581,9,12,4,N,No,No,No,2642,3.33%,0.19%,1.63%,52.57%,0.00%,2.35%,39.93%,49.62%,14.4,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,48.4,1384 (avg.: 1375),20 (avg.: 20.3),19.5,53.6,48.58376694,45.08432007,46.83404351,845,302,725,275,560,209,37.03651046,C,-7.618151281,29.41835918,D,F,NA,44.66032553,963,885,760,829,D+,C-,D+,D+,130/191,121/187,109/171,109/171/162,High school,36.75159236,37.32142857,0.782971619,0.794607454,0.783490224,0.794607454,65.35238898,D
20901041,Alvin J H,No,Alvin ISD,BRAZORIA COUNTY,301 E HOUSE ST,ALVIN,77511-3581,6,8,4,N,No,No,No,827,4.59%,0.73%,0.60%,52.72%,0.00%,1.81%,39.54%,59.13%,15.9,809,761,38.81334981,61.20%,29.66625464,10.50679852,33.11432326,66.90%,29.30%,5.650459921,NA,N/A,N/A,NA,NA,43.88815689,46.65030289,45.26922989,NA,NA,NA,NA,50,43,29.4849013,D,-8.447989573,21.03691173,F,F,31.89841729,NA,1604,1527,956,1370,D,D,C,D,271/328,252/316,252/316/302,252/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
84804101E,Ambassadors Preparatory Academy (elementary),No,Ambassadors Preparatory Academy,GALVESTON COUNTY,5001 AVE U,GALVESTON,77551-1866,EE,8,4,N,Yes,No,No,281,54.09%,0.00%,3.20%,27.40%,0.00%,2.14%,13.17%,87.90%,24.2,127,120,48.81889764,50.40%,22.83464567,8.661417323,38.33333333,60.80%,23.33%,6.666666667,NA,N/A,N/A,NA,NA,45.57668304,48.40069962,46.98869133,NA,NA,NA,NA,7,6,23.0839895,F,-11.6952771,11.3887124,F,F,27.12664395,NA,4202,4395,4136,2030,F,F,F,C+,836/892,872/878,844/856,844/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
84804101M,Ambassadors Preparatory Academy (middle),No,Ambassadors Preparatory Academy,GALVESTON COUNTY,5001 AVE U,GALVESTON,77551-1866,EE,8,4,N,Yes,No,No,281,54.09%,0.00%,3.20%,27.40%,0.00%,2.14%,13.17%,87.90%,24.2,127,120,48.81889764,50.40%,22.83464567,8.661417323,38.33333333,60.80%,23.33%,6.666666667,NA,N/A,N/A,NA,NA,45.57668304,48.40069962,46.98869133,NA,NA,NA,NA,7,6,23.0839895,F,-5.807050245,17.27693926,F,F,29.08742349,NA,1744,1930,1564,540,D-,F,F,B+,288/328,307/316,307/316/302,307/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101819001E,Amigos Por Vida-Friends For Life Charter School (elementary),No,Amigos Por Vida-Friends For Life Pub Chtr Sch,HARRIS COUNTY,5503 EL CAMINO DEL REY,HOUSTON,77081,PK,8,4,N,Yes,No,No,499,0.20%,0.00%,0.00%,99.80%,0.00%,0.00%,0.00%,96.59%,9.9,279,253,25.08960573,74.90%,39.4265233,19.35483871,5.138339921,94.90%,72.73%,37.94466403,NA,N/A,N/A,NA,NA,58.16207123,64.49378967,61.32793045,NA,NA,NA,NA,26,26,56.07689801,B,22.04492397,78.12182198,A,A,65.1103746,NA,425,1606,1020,2005,A-,B,A-,C+,112/892,355/878,262/856,262/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101819001M,Amigos Por Vida-Friends For Life Charter School (middle),No,Amigos Por Vida-Friends For Life Pub Chtr Sch,HARRIS COUNTY,5503 EL CAMINO DEL REY,HOUSTON,77081,PK,8,4,N,Yes,No,No,499,0.20%,0.00%,0.00%,99.80%,0.00%,0.00%,0.00%,96.59%,9.9,279,253,25.08960573,74.90%,39.4265233,19.35483871,5.138339921,94.90%,72.73%,37.94466403,NA,N/A,N/A,NA,NA,58.16207123,64.49378967,61.32793045,NA,NA,NA,NA,26,26,56.07689801,B,28.40838034,84.48527835,A,A,67.22940557,NA,107,427,259,548,A,A-,A,B+,32/328,96/316,96/316/302,96/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
36901101,Anahuac El,No,Anahuac ISD,CHAMBERS COUNTY,P O BOX 399,ANAHUAC,77514-0399,EE,5,4,N,No,No,No,648,11.11%,0.15%,1.85%,32.41%,0.00%,2.31%,52.16%,58.95%,11.9,315,315,27.93650794,72.10%,42.85714286,23.17460317,14.6031746,85.40%,55.24%,31.11111111,NA,N/A,N/A,NA,NA,48.8184433,58.62903214,53.72373772,NA,NA,NA,NA,NA,NA,49.04761905,C,6.080433215,55.12805226,B,B,52.58050321,NA,1374,2209,2257,1728,B-,C+,C,B-,314/892,467/878,488/856,488/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
36901001,Anahuac H S,No,Anahuac ISD,CHAMBERS COUNTY,P O BOX 1560,ANAHUAC,77514-1560,9,12,4,N,No,No,No,358,15.36%,1.40%,1.12%,25.42%,0.00%,2.79%,53.91%,45.25%,14.3,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,56.8,1338 (avg.: 1375),19.4 (avg.: 20.3),20.7,19.4,48.21316147,33.06137085,40.63726616,106,38,93,32,81,32,37.34102612,C,-9.266484691,28.07454143,D,F,NA,42.83256144,1016,1134,901,975,D+,D-,D,D-,135/191,149/187,130/171,130/171/162,High school,35.1758794,39.50617284,0.75308642,0.853932584,0.849462366,0.853932584,65.27741206,D
36901041,Anahuac Middle,No,Anahuac ISD,CHAMBERS COUNTY,P O BOX 849,ANAHUAC,77514-0849,6,8,4,N,No,No,No,297,13.47%,0.34%,3.03%,31.99%,0.00%,3.37%,47.81%,53.87%,10.2,300,278,23,77.00%,43.33333333,15,14.02877698,86.00%,55.40%,19.0647482,NA,N/A,N/A,NA,NA,51.78945541,59.27202225,55.53073883,NA,NA,NA,NA,20,20,49.36450839,B,9.089290974,58.45379937,B,A,54.39523251,NA,378,695,870,1137,B+,B,C,C-,93/328,127/316,127/316/302,127/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101919109,Anderson El,No,Spring ISD,HARRIS COUNTY,6218 LYNNGATE DR,SPRING,77373-7356,EE,5,4,N,No,No,No,621,18.20%,1.61%,1.13%,48.79%,0.32%,3.70%,26.25%,65.86%,16.7,282,282,25.53191489,74.10%,42.55319149,26.95035461,24.46808511,74.80%,39.01%,21.27659574,NA,N/A,N/A,NA,NA,53.0292244,52.57720947,52.80321694,NA,NA,NA,NA,NA,NA,40.78014184,C,0.766776531,41.54691838,C,B,44.99838229,NA,1271,411,2039,832,B-,A,C+,A-,292/892,115/878,444/856,444/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
170902101,Anderson El,Yes,Conroe ISD,MONTGOMERY COUNTY,1414 E DALLAS,CONROE,77301-2100,EE,4,6,N,No,No,No,653,5.21%,0.46%,0.61%,78.25%,0.00%,1.53%,13.94%,81.93%,16.8,236,236,30.08474576,69.90%,42.37288136,22.88135593,21.18644068,77.10%,50.42%,25.84745763,NA,N/A,N/A,NA,NA,57.03302765,56.87542725,56.95422745,NA,NA,NA,NA,NA,NA,46.39830508,C,10.75168743,57.14999251,B,A,53.44734084,NA,3801,3844,2644,814,D-,F,C-,A-,772/892,768/878,569/856,569/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912105,Anderson El,No,Houston ISD,HARRIS COUNTY,5727 LUDINGTON DR,HOUSTON,77035-4399,EE,5,4,N,No,No,No,819,18.56%,0.12%,2.69%,75.58%,0.24%,0.37%,2.44%,87.91%,21.3,365,365,49.8630137,49.30%,27.94520548,14.24657534,38.08219178,61.10%,32.33%,19.7260274,NA,N/A,N/A,NA,NA,41.57120514,40.73157883,41.15139199,NA,NA,NA,NA,NA,NA,30.1369863,D,-4.640837344,25.49614896,F,F,32.22924757,NA,2237,1048,1201,1360,C,A-,B+,B+,474/892,249/878,286/856,286/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101907146,Andre El,No,Cypress-Fairbanks ISD,HARRIS COUNTY,8111 FRY RD,CYPRESS,77433,EE,5,4,N,No,No,No,1165,28.58%,1.03%,4.81%,56.39%,0.17%,2.06%,6.95%,78.03%,14.4,582,584,27.49140893,72.50%,40.72164948,20.96219931,22.0890411,77.90%,46.06%,22.26027397,NA,N/A,N/A,NA,NA,46.30524445,50.76736069,48.53630257,NA,NA,NA,NA,NA,NA,43.39164666,C,6.981931923,50.37357858,B,D,47.38640876,NA,1935,1697,1550,1411,C+,B,B,B,409/892,368/878,348/856,348/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101919003,Andy Dekaney H S,No,Spring ISD,HARRIS COUNTY,22352 IMPERIAL VLY DR,HOUSTON,77073,9,12,4,N,No,No,Yes,2649,54.93%,1.74%,1.51%,38.92%,0.94%,0.11%,1.85%,65.80%,27.5,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,96.4,1074 (avg.: 1375),16 (avg.: 20.3),20,8.1,38.54099274,37.24610138,37.89354706,1034,101,952,160,899,81,11.07600254,F,-28.71475324,-17.6387507,F,F,NA,22.68725896,1399,1362,1124,1063,F,F,F,F,186/191,184/187,160/171,160/171/162,High school,13.14199396,9.010011123,0.733832539,0.764028777,0.708825573,0.764028777,59.41823692,F
20902001,Angleton H S,No,Angleton ISD,BRAZORIA COUNTY,1900 N DOWNING,ANGLETON,77515-2899,9,12,4,N,No,No,No,1946,10.64%,0.46%,0.46%,46.81%,0.00%,2.57%,39.05%,54.11%,14.6,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,46.6,1357 (avg.: 1375),19.7 (avg.: 20.3),23.8,25.6,48.04658508,50.48813629,49.26736069,525,205,565,286,499,208,43.36461915,C,0.317223854,43.681843,C,D,NA,50.04631456,729,890,847,816,C,C-,D,D+,106/191,123/187,122/171,122/171/162,High school,45.04587156,41.68336673,0.823293173,0.816494845,0.822680412,0.823293173,63.87143542,F
20902044,Angleton J H School,No,Angleton ISD,BRAZORIA COUNTY,1900 N DOWNING,ANGLETON,77515,6,8,4,N,No,No,No,1491,9.93%,0.34%,0.34%,51.24%,0.00%,2.82%,35.35%,62.64%,10.8,1389,1407,29.73362131,70.30%,34.41324694,14.32685385,21.25088842,78.70%,38.81%,9.808102345,NA,N/A,N/A,NA,NA,46.50117111,45.51776886,46.00946999,65,62,NA,NA,52,52,36.60960854,C,0.187703412,36.79731196,C,F,39.76565803,NA,1109,1343,1010,705,C,D+,C-,B-,211/328,221/316,221/316/302,221/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
79907152,Anne Mccormick Sullivan El,No,Fort Bend ISD,FORT BEND COUNTY,17828 WINDING WATERS LN,SUGAR LAND,77479-2308,KG,5,4,N,No,No,No,1185,7.00%,0.34%,69.20%,5.57%,0.34%,2.78%,14.77%,2.87%,0,559,559,8.228980322,91.80%,78.71198569,57.96064401,4.830053667,95.20%,84.44%,62.96958855,NA,N/A,N/A,NA,NA,53.0650444,54.10898972,53.58701706,NA,NA,NA,NA,NA,NA,81.57423971,A,4.833964135,86.40820385,A,B,73.78263039,NA,129,N/A,N/A,N/A,A+,N/A,N/A,N/A,44/892,N/A,N/A,N/A,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101907058,Anthony Middle,No,Cypress-Fairbanks ISD,HARRIS COUNTY,10215 GREENHOUSE RD,CYRESS,77433,6,8,4,N,No,No,No,1421,25.26%,0.21%,12.39%,40.89%,0.35%,2.04%,18.86%,46.59%,8.6,1430,1215,16.15384615,83.80%,50.6993007,25.38461538,13.66255144,86.30%,55.72%,21.15226337,NA,N/A,N/A,NA,NA,50.13962173,58.32880783,54.23421478,NA,NA,NA,NA,215,214,53.20973265,B,9.799696669,63.00942932,A,B,56.76097446,NA,319,359,533,N/A,B+,A-,B,N/A,75/328,87/316,87/316/302,N/A,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101907051,Aragon Middle,No,Cypress-Fairbanks ISD,HARRIS COUNTY,16823 W RD,HOUSTON,77095,6,8,4,N,No,No,No,1629,15.29%,0.18%,10.68%,35.97%,0.06%,2.52%,35.30%,34.19%,7,1601,1370,11.74266084,88.30%,62.4609619,33.66645846,10.2189781,89.80%,63.43%,29.12408759,NA,N/A,N/A,NA,NA,51.92922592,57.1072998,54.51826286,NA,NA,NA,NA,234,231,62.94580942,A,12.89644162,75.84225104,A,B,64.37100566,NA,147,133,138,164,A,A+,A+,A,40/328,34/316,34/316/302,34/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101803041,Aristoi Classical Academy,No,Aristoi Classical Academy,HARRIS COUNTY,5618 W 11TH ST,KATY,77493,KG,4,4,N,Yes,No,No,434,11.52%,0.00%,2.07%,26.04%,0.00%,3.46%,56.91%,17.28%,9.5,174,175,19.54022989,80.50%,56.89655172,31.03448276,27.42857143,72.60%,38.29%,17.71428571,NA,N/A,N/A,NA,NA,55.71632385,50.94237137,53.32934761,NA,NA,1,NA,NA,NA,47.591133,C,-17.72680304,29.86432997,F,B,43.55134192,NA,2424,3331,N/A,N/A,C,D,N/A,N/A,512/892,680/878,N/A,N/A,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101803001,Aristoi Classical Upper School,No,Aristoi Classical Academy,HARRIS COUNTY,5610 MORTON RD,KATY,77493-1971,5,12,4,N,Yes,No,No,345,7.54%,0.58%,2.32%,31.59%,0.00%,2.90%,55.07%,15.94%,16.4,258,234,18.99224806,81.00%,48.4496124,24.41860465,29.48717949,70.50%,30.34%,7.264957265,NA,N/A,N/A,NA,NA,48.43273163,43.95013428,46.19143296,36,27,24,21,42,9,39.39574637,C,-24.08410458,15.3116418,F,F,33.59930743,NA,1507,1232,N/A,N/A,D+,C-,N/A,N/A,257/328,209/316,N/A,N/A,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
79907133,Arizona Fleming El,No,Fort Bend ISD,FORT BEND COUNTY,14850 BISSONNET ST,HOUSTON,77083-5831,EE,5,4,N,No,No,No,694,21.18%,0.00%,18.73%,52.74%,0.00%,2.45%,4.90%,67.29%,10.9,343,342,32.94460641,65.00%,40.23323615,23.61516035,28.94736842,69.60%,38.30%,18.71345029,NA,N/A,N/A,NA,NA,47.25242996,51.07278442,49.16260719,NA,NA,NA,NA,NA,NA,39.26866486,D,-0.17347888,39.09518598,D,D,42.46631052,NA,2577,1977,1741,2240,C-,B-,B-,C+,542/892,428/878,390/856,390/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
